"familr" "sexer" "RELAT" "AGER" "OPGNBL" "MOYRVL" "TAVEPL" "ENDETL" "GAGETL" "GAGECL" "GAGEML" "KVUNB" "QSMOY" "QCREDL" "DMVTPL" "BOPPNL" "FACANL" "LGAGTL" "VIENB" "VIEMTL" "UEMNB" "XLGNB" "XLGMTL" "YLVNB" "YLVMTL" "ROCNB" "NPTAG" "ITAVCL" "HAVEFL" "JNBJDL" "SEXEQ" "FAMIQ" "PCSPQ" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "jnbjdq" "itavcq" "CARVP"
"3145563" 1 0 143 38 0 2.99573227355399 9.31253588429085 2.07944154167984 10.0718792037966 0 10.0718792037966 1 4141 2.484906649788 2.63905732961526 3.66356164612965 0 0 0 0 1 0 0 1 9.31253588429085 11 0 9.70929582317169 0 0 "Shom" "Fcou" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R1" "Q1" "O0" "M1" "T1" "D0" "B2" "J0" "I1" "Cnon"
"3145644" 1 1 140 39 0 0 0 0 9.93256080002184 0 0 1 70 0 3.61091791264422 1.09861228866811 0 9.93256080002184 0 0 1 1 0 0 0 0 0 2.19722457733622 0 0 "Sfem" "Fcou" "Pint" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G1" "F0" "L1" "H0" "A1" "R1" "Q0" "O0" "M0" "T0" "D2" "B0" "J0" "I0" "Cnon"
"3145867" 0 0 131 38 0 2.19722457733622 0 1.94591014905531 10.6640597094109 0 0 1 3227 2.19722457733622 2.83321334405622 2.94443897916644 0 10.6640597094109 0 0 1 1 0 0 0 0 0 8.71358200542163 0 3.13549421592915 "Shom" "Fseu" "Pemp" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E1" "G1" "F0" "L1" "H0" "A1" "R1" "Q1" "O0" "M1" "T0" "D2" "B1" "J2" "I0" "Cnon"
"3146067" 0 0 123 59 1.09861228866811 3.55534806148941 5.24702407216049 2.30258509299405 12.3900969185464 11.0398932541978 12.0900948544389 2 -42411 3.55534806148941 2.63905732961526 3.78418963391826 12.5794655621453 0 0 0 1 0 0 1 5.24702407216049 13 0 5.28826703069454 0 4.74493212836325 "Shom" "Fseu" "Pcad" "K1" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A2" "R1" "Q0" "O2" "M2" "T1" "D0" "B2" "J2" "I0" "Cnon"
"3146161" 0 1 120 57 0.693147180559945 2.89037175789616 12.5028866447269 0 0 0 0 1 3998 2.70805020110221 2.63905732961526 3.87120101090789 0 0 1 10.6731327040688 3 2 12.3846915225246 1 10.3089859934221 0 1 12.670174518623 10.6731327040688 0 "Sfem" "Fseu" "Pemp" "K0" "V1" "U2" "X2" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q1" "O1" "M1" "T2" "D0" "B2" "J0" "I2" "Cnon"
"3243479" 1 1 170 37 0 2.39789527279837 7.66199755890189 0 0 0 0 1 3328 2.39789527279837 2.63905732961526 3.73766961828337 10.2781841269727 0 0 0 1 0 0 1 7.66199755890189 16 0 8.69634305704456 0 0 "Sfem" "Fcou" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A1" "R1" "Q1" "O0" "M1" "T1" "D0" "B2" "J0" "I0" "Cnon"
"3243640" 0 0 238 41 0 2.70805020110221 5.63478960316925 2.56494935746154 10.275809442051 7.66481578528574 10.1995469371174 1 -5244 2.63905732961526 2.63905732961526 3.61091791264422 0 0 0 0 3 1 0 2 5.63478960316925 10 1 6.17378610390194 5.30330490805908 4.34380542185368 "Shom" "Fseu" "Pint" "K0" "V0" "U2" "X1" "Y2" "R1" "N1" "E1" "G1" "F0" "L0" "H1" "A1" "R2" "Q0" "O0" "M1" "T1" "D0" "B1" "J2" "I0" "Cnon"
"3244235" 1 0 138 32 0 3.13549421592915 5.74939298590825 3.68887945411394 13.0446201904719 5.47227067367148 9.53892443574839 2 -2897 3.13549421592915 2.63905732961526 4.04305126783455 11.9528628507479 13.0136082175673 0 0 3 2 0 1 5.74939298590825 15 1 7.07242190053737 0 4.58496747867057 "Shom" "Fcou" "Pint" "K1" "V0" "U2" "X2" "Y1" "R1" "N1" "E1" "G1" "F1" "L1" "H0" "A0" "R1" "Q0" "O0" "M2" "T1" "D0" "B2" "J2" "I0" "Cnon"
"3244536" 0 1 125 50 0 1.38629436111989 0 0 0 0 0 1 2646 1.38629436111989 2.70805020110221 3.09104245335832 0 0 0 0 1 0 0 1 0 0 1 7.8407064517494 0 0 "Sfem" "Fseu" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A2" "R1" "Q1" "O0" "M0" "T0" "D1" "B1" "J0" "I0" "Cnon"
"3245197" 0 0 102 45 0.693147180559945 2.07944154167984 7.90248743716286 0 6.94505106372583 6.94505106372583 0 1 1570 1.94591014905531 2.63905732961526 2.77258872223978 0 0 0 0 1 0 0 1 7.90248743716286 0 1 7.90248743716286 0 2.89037175789616 "Shom" "Fseu" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G1" "F0" "L0" "H0" "A1" "R1" "Q0" "O1" "M1" "T1" "D0" "B1" "J2" "I0" "Cnon"
"3250756" 1 1 236 45 0.693147180559945 4.47733681447821 11.5124653591378 2.19722457733622 12.4580057712672 0 0 1 155776 4.47733681447821 2.63905732961526 4.07753744390572 0 12.4580057712672 0 0 1 1 11.5124653591378 0 0 25 0 12.5764492909658 0 0 "Sfem" "Fcou" "Pint" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A1" "R2" "Q2" "O1" "M2" "T2" "D0" "B2" "J0" "I2" "Cnon"
"3251040" 0 1 224 53 1.09861228866811 4.68213122712422 7.75619534394812 2.99573227355399 9.92304505175166 0 9.92304505175166 1 51583 4.68213122712422 2.70805020110221 3.46573590279973 0 0 0 0 1 1 7.75619534394812 0 0 4 0 10.2058858088236 0 0 "Sfem" "Fseu" "Pcad" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A2" "R2" "Q2" "O2" "M2" "T1" "D1" "B1" "J0" "I1" "Cnon"
"3251634" 0 1 198 49 0 0 0 0 0 0 0 1 1056 0 2.63905732961526 1.6094379124341 0 0 0 0 0 0 0 0 0 0 0 7.40731771046942 0 0 "Sfem" "Fseu" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q0" "O0" "M0" "T0" "D0" "B0" "J0" "I0" "Cnon"
"3252260" 0 1 174 58 1.38629436111989 2.70805020110221 0 0 0 0 0 1 2437 2.70805020110221 2.63905732961526 3.91202300542815 0 0 0 0 0 0 0 0 0 0 0 9.11007795003779 5.30330490805908 3.40119738166216 "Sfem" "Fseu" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q1" "O2" "M1" "T0" "D0" "B2" "J2" "I1" "Cnon"
"3253668" 1 0 115 36 0 1.38629436111989 0 0 0 0 0 1 1188 1.38629436111989 3.09104245335832 1.94591014905531 8.8538082749772 0 0 0 0 0 0 0 0 0 1 5.14749447681345 0 0 "Shom" "Fcou" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F1" "L0" "H0" "A0" "R1" "Q0" "O0" "M0" "T0" "D2" "B0" "J0" "I0" "Cnon"
"3256410" 0 1 77 22 1.38629436111989 2.56494935746154 0 0 0 0 0 1 2994 2.56494935746154 2.63905732961526 4.04305126783455 0 0 0 0 0 0 0 0 0 31 0 8.42463920980563 0 2.70805020110221 "Sfem" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q1" "O2" "M1" "T0" "D0" "B2" "J1" "I0" "Cnon"
"3256479" 0 1 77 23 1.09861228866811 1.6094379124341 5.6021188208797 0 0 0 0 1 2777 1.6094379124341 2.70805020110221 2.77258872223978 0 0 0 0 1 0 0 1 5.6021188208797 0 0 8.34117174717076 0 0 "Sfem" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q1" "O2" "M0" "T1" "D1" "B1" "J0" "I0" "Cnon"
"3256535" 1 1 38 65 0 0 10.2835322832974 0 0 0 0 0 0 0 0 0 0 0 2 9.47868670812122 1 1 10.2835322832974 0 0 0 0 11.8814291724221 11.6553881050023 0 "Sfem" "Fcou" "Psan" "K0" "V1" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R0" "Q0" "O0" "M0" "T1" "D0" "B0" "J0" "I2" "Cnon"
"3340129" 0 0 313 65 0 2.39789527279837 10.4744106003507 0 8.08978917578932 8.08978917578932 0 1 138 2.39789527279837 2.63905732961526 3.3322045101752 10.8297484170476 0 2 10.5846127578687 3 1 10.4556758246428 2 6.48920493132532 5 0 11.230814511642 10.5971845819015 3.95124371858143 "Shom" "Fseu" "Pouv" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E0" "G1" "F1" "L0" "H1" "A2" "R2" "Q0" "O0" "M1" "T2" "D0" "B1" "J2" "I2" "Cnon"
"3340480" 1 0 306 60 0 4.07753744390572 10.4535723502542 0.693147180559945 9.24676872858973 0 9.24676872858973 1 10789 3.85014760171006 2.70805020110221 4.17438726989564 0 0 0 0 1 0 0 1 10.4535723502542 23 0 10.9959643910982 0 1.94591014905531 "Shom" "Fcou" "Pcad" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A2" "R2" "Q2" "O0" "M2" "T2" "D1" "B2" "J1" "I1" "Cnon"
"3341425" 1 0 279 58 2.39789527279837 4.23410650459726 11.3588064513083 0 0 0 0 2 22306 4.23410650459726 2.63905732961526 4.02535169073515 11.211157990698 0 0 0 3 1 9.22463767667701 2 11.2328675876713 5 0 11.6021901347212 6.62140565176413 0 "Shom" "Fcou" "Pcad" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q2" "O2" "M2" "T2" "D0" "B2" "J0" "I2" "Cnon"
"3342318" 1 0 256 44 1.38629436111989 2.77258872223978 5.04985600724954 0 0 0 0 1 5803 2.77258872223978 2.63905732961526 3.98898404656427 0 0 0 0 1 0 0 1 5.04985600724954 24 1 9.0146903849709 0 1.38629436111989 "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R1" "N1" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q1" "O2" "M1" "T1" "D0" "B2" "J1" "I1" "Cnon"
"3342565" 0 0 249 36 0 1.79175946922805 9.30683167216494 0 0 0 0 1 18392 0.693147180559945 2.63905732961526 3.63758615972639 11.3433345288551 0 0 0 2 1 0 1 9.30683167216494 13 2 9.84903136674007 0 0 "Shom" "Fseu" "Pemp" "K0" "V0" "U2" "X1" "Y1" "R1" "N1" "E0" "G0" "F1" "L0" "H0" "A0" "R2" "Q2" "O0" "M0" "T1" "D0" "B2" "J0" "I1" "Cnon"
"3343688" 1 0 217 52 0 0 5.01727983681492 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 5.01727983681492 0 0 5.01727983681492 0 0 "Shom" "Fcou" "Pcad" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q0" "O0" "M0" "T1" "D0" "B0" "J0" "I0" "Cnon"
"3346898" 0 1 134 25 0 0 4.92725368515721 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 4.92725368515721 0 0 4.92725368515721 0 0 "Sfem" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q0" "O0" "M0" "T1" "D0" "B0" "J0" "I0" "Cnon"
"3442066" 0 0 238 40 0 1.09861228866811 0 0 0 0 0 1 5494 1.09861228866811 2.70805020110221 2.484906649788 0 0 0 0 0 0 0 0 0 4 0 7.83597458172157 0 0 "Shom" "Fseu" "Pint" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q1" "O0" "M0" "T0" "D1" "B0" "J0" "I0" "Cnon"
"3444087" 0 0 147 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.75110146893676 0 0 "Shom" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q0" "O0" "M0" "T0" "D0" "B0" "J0" "I0" "Cnon"
"3444787" 1 1 106 47 0 0.693147180559945 7.91425227874244 0 0 0 0 1 25437 0.693147180559945 3.36729582998647 1.6094379124341 0 0 0 0 1 1 7.91425227874244 0 0 0 0 10.1293075190537 0 0 "Sfem" "Fcou" "Pouv" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R1" "Q2" "O0" "M0" "T1" "D2" "B0" "J0" "I1" "Cnon"
"3450974" 0 0 130 33 1.94591014905531 1.79175946922805 12.1970066735164 3.40119738166216 10.3740847555821 0 10.3740847555821 1 3904 1.79175946922805 2.83321334405622 2.63905732961526 0 0 1 8.61323037961318 2 2 12.1970066735164 0 0 0 0 12.2317550120549 8.61323037961318 0 "Shom" "Fseu" "Pouv" "K0" "V1" "U2" "X2" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H1" "A0" "R1" "Q1" "O2" "M0" "T2" "D2" "B1" "J0" "I2" "Cnon"
"3460239" 1 0 176 60 0.693147180559945 2.484906649788 5.54907608489522 1.38629436111989 9.97324679695098 0 9.97324679695098 1 6048 2.39789527279837 2.63905732961526 3.97029191355212 0 0 0 0 1 0 0 1 5.54907608489522 10 0 10.5086774543369 0 1.38629436111989 "Shom" "Fcou" "Psan" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A2" "R2" "Q1" "O1" "M1" "T1" "D0" "B2" "J1" "I1" "Cnon"
"3460539" 1 1 200 45 0 0 6.08904487544685 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 6.08904487544685 0 0 6.08904487544685 0 0 "Sfem" "Fcou" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q0" "O0" "M0" "T1" "D0" "B0" "J0" "I0" "Cnon"
"3460626" 1 0 142 49 0 3.46573590279973 10.692285763895 2.19722457733622 12.1337976079098 0 12.1337976079098 1 7923 3.43398720448515 2.63905732961526 4.49980967033027 0 0 0 0 3 2 10.6900112263512 1 4.61512051684126 23 0 10.9372590521661 5.74300318780948 0 "Shom" "Fcou" "Pemp" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A1" "R1" "Q1" "O0" "M2" "T2" "D0" "B2" "J0" "I1" "Cnon"
"3462957" 1 1 209 50 0 0 11.8981946684588 0 0 0 0 0 0 0 0 0 0 0 1 10.5720602385295 2 1 11.7566164641721 1 9.87338910471209 0 0 12.1336578545205 10.5720602385295 0 "Sfem" "Fcou" "Pemp" "K0" "V1" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q0" "O0" "M0" "T2" "D0" "B0" "J0" "I2" "Cnon"
"3463505" 1 1 242 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 "Sfem" "Fcou" "Pint" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q0" "O0" "M0" "T0" "D0" "B0" "J0" "I0" "Cnon"
"3740915" 1 0 315 49 1.38629436111989 2.94443897916644 9.40730420550701 2.89037175789616 11.898915492133 0 11.898915492133 1 14035 2.94443897916644 2.70805020110221 3.13549421592915 10.8183973313334 0 0 0 2 2 9.40730420550701 0 0 0 0 9.61693817168028 7.84737183615979 0 "Shom" "Fcou" "Pemp" "K0" "V0" "U2" "X2" "Y0" "R0" "N0" "E1" "G1" "F1" "L0" "H1" "A1" "R2" "Q2" "O2" "M1" "T1" "D1" "B1" "J0" "I1" "Cnon"
"3742186" 1 1 221 55 0 1.09861228866811 11.4091969502075 0 0 0 0 1 2355 1.09861228866811 3.95124371858143 0 0 0 1 8.19395302356374 2 1 11.4018709916816 1 6.49072353450251 0 0 11.460463066394 8.19395302356374 0 "Sfem" "Fcou" "Pemp" "K0" "V1" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q1" "O0" "M0" "T2" "D2" "B0" "J0" "I2" "Cnon"
"3742974" 1 0 188 38 2.30258509299405 3.61091791264422 0 0 0 0 0 1 3009 3.61091791264422 2.63905732961526 3.2188758248682 0 0 0 0 0 0 0 0 0 0 0 8.92837525985363 0 2.63905732961526 "Shom" "Fcou" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q1" "O2" "M2" "T0" "D0" "B1" "J1" "I0" "Cnon"
"3742983" 0 1 231 40 0 0.693147180559945 12.0589290254858 0 0 0 0 0 0 0 0 0 0 0 1 8.72712991524317 3 0 0 1 6.89770494312864 0 0 12.0940287345471 8.72712991524317 0 "Sfem" "Fseu" "Psan" "K0" "V1" "U2" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R2" "Q0" "O0" "M0" "T2" "D0" "B0" "J0" "I2" "Cnon"
"3744033" 0 1 152 31 1.38629436111989 3.49650756146648 11.1267334322056 0 0 0 0 1 10307 3.49650756146648 2.63905732961526 4.14313472639153 0 0 1 9.56163084563808 3 2 9.27472263090545 1 10.9560559027028 24 0 11.4090638254361 9.72645200017141 0 "Sfem" "Fseu" "Pint" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A0" "R1" "Q2" "O2" "M2" "T2" "D0" "B2" "J0" "I2" "Cnon"
"3745854" 1 0 137 43 0 3.36729582998647 10.176601523625 2.484906649788 12.2615499248328 0 12.2615499248328 1 37582 3.36729582998647 2.70805020110221 4.00733318523247 0 0 0 0 3 2 10.1727128416373 1 4.63472898822964 18 0 10.9200398223483 0 0 "Shom" "Fcou" "Pcad" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R1" "Q2" "O0" "M2" "T1" "D1" "B2" "J0" "I1" "Cnon"
"3746406" 0 1 60 22 0 0 0 0 0 0 0 1 33 0 3.76120011569356 0.693147180559945 0 0 0 0 0 0 0 0 0 0 0 5.70044357339069 0 0 "Sfem" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q0" "O0" "M0" "T0" "D2" "B0" "J0" "I0" "Cnon"
"3746417" 0 0 60 24 0.693147180559945 2.07944154167984 10.9571373421691 0 0 0 0 1 5949 2.07944154167984 2.63905732961526 2.94443897916644 0 0 0 0 2 1 10.7997592336962 1 9.03049574505712 6 0 10.9819481529934 0 0 "Shom" "Fseu" "Pouv" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q1" "O1" "M1" "T2" "D0" "B1" "J0" "I1" "Cnon"
"3841317" 0 0 223 55 0 3.13549421592915 10.3053461650502 0 0 0 0 1 5944 3.13549421592915 2.70805020110221 3.25809653802148 0 0 0 0 2 0 0 2 10.3053461650502 7 0 10.4240357584502 0 0 "Shom" "Fseu" "Pcad" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q1" "O0" "M2" "T1" "D1" "B1" "J0" "I1" "Cnon"
"3841771" 1 1 308 57 0 0 8.21635833238616 0 0 0 0 0 0 0 0 0 0 0 1 10.4084359391292 1 1 8.21635833238616 0 0 0 0 10.514285200079 10.4084359391292 0 "Sfem" "Fcou" "Pint" "K0" "V1" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q0" "O0" "M0" "T1" "D0" "B0" "J0" "I1" "Cnon"
"3842000" 1 0 297 64 1.6094379124341 2.83321334405622 10.6398618330302 3.29583686600433 12.0343705026341 0 12.0343705026341 1 6610 2.83321334405622 2.63905732961526 4.02535169073515 0 0 1 9.75603108306825 2 1 9.40054742304413 1 10.297992820408 0 0 11.0620340286473 9.75603108306825 0 "Shom" "Fcou" "Pint" "K0" "V1" "U2" "X1" "Y1" "R0" "N0" "E1" "G1" "F0" "L0" "H1" "A2" "R2" "Q1" "O2" "M1" "T2" "D0" "B2" "J0" "I1" "Cnon"
"3842179" 1 1 129 61 0 0 12.0768405690156 0 0 0 0 1 2852 0 5.66296048013595 0 7.14440718032114 0 0 0 2 2 12.0768405690156 0 0 0 0 12.0929319425534 0 0 "Sfem" "Fcou" "Psan" "K0" "V0" "U2" "X2" "Y0" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "A2" "R1" "Q1" "O0" "M0" "T2" "D2" "B0" "J0" "I2" "Cnon"
"3842294" 0 1 129 28 1.38629436111989 1.94591014905531 9.66364280949851 0 0 0 0 1 12015 1.94591014905531 2.70805020110221 2.70805020110221 0 0 0 0 2 2 9.66364280949851 0 0 0 0 10.3855741379623 0 0 "Sfem" "Fseu" "Psan" "K0" "V0" "U2" "X2" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q2" "O2" "M0" "T1" "D1" "B1" "J0" "I1" "Cnon"
"3901594" 0 1 163 64 0.693147180559945 1.79175946922805 11.5078325179042 0 0 0 0 1 6356 1.79175946922805 2.63905732961526 2.30258509299405 0 0 2 11.9355753978325 2 2 11.5078325179042 0 0 0 0 12.5106855786419 11.9990484760958 0 "Sfem" "Fseu" "Pemp" "K0" "V1" "U2" "X2" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q1" "O1" "M0" "T2" "D0" "B0" "J0" "I2" "Cnon"
"4001712" 0 1 133 37 0 1.09861228866811 0 0 0 0 0 1 685 1.09861228866811 2.63905732961526 2.07944154167984 0 0 0 0 1 1 0 0 0 0 0 6.74758652682932 0 2.77258872223978 "Sfem" "Fseu" "Pemp" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R1" "Q0" "O0" "M0" "T0" "D0" "B0" "J1" "I0" "Cnon"
"4002914" 1 1 96 28 0.693147180559945 0.693147180559945 0 0 0 0 0 1 14305 0.693147180559945 3.52636052461616 1.79175946922805 0 0 0 0 0 0 0 0 0 0 0 8.67846133901236 0 0 "Sfem" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q2" "O1" "M0" "T0" "D2" "B0" "J0" "I0" "Cnon"
"4110440" 0 0 129 31 0 1.09861228866811 9.2169186873363 0 0 0 0 1 8136 1.09861228866811 2.63905732961526 2.39789527279837 0 0 0 0 1 0 0 1 9.2169186873363 0 0 9.68874610448606 0 0 "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q2" "O0" "M0" "T1" "D0" "B0" "J0" "I1" "Cnon"
"4211192" 1 0 79 38 0.693147180559945 2.83321334405622 8.52357279838028 0 0 0 0 1 16545 2.83321334405622 2.63905732961526 3.25809653802148 0 0 0 0 1 0 0 1 8.52357279838028 0 0 10.677592406676 0 0 "Shom" "Fcou" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R1" "Q2" "O1" "M1" "T1" "D0" "B1" "J0" "I1" "Cnon"
"5000996" 1 1 41 60 1.09861228866811 1.79175946922805 0 0 0 0 0 1 4047 1.79175946922805 2.70805020110221 2.19722457733622 0 0 0 0 0 0 0 0 0 0 0 8.18395571730495 0 0 "Sfem" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R0" "Q1" "O2" "M0" "T0" "D1" "B0" "J0" "I0" "Cnon"
"5002382" 0 1 40 39 0 2.30258509299405 8.63355299253243 0 0 0 0 1 4633 2.30258509299405 2.63905732961526 3.3322045101752 0 0 0 0 1 0 0 1 8.63355299253243 5 0 8.93326847863642 0 0 "Sfem" "Fseu" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q1" "O0" "M1" "T1" "D0" "B1" "J0" "I0" "Cnon"
"5004349" 1 1 40 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 "Sfem" "Fcou" "Pcad" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q0" "O0" "M0" "T0" "D0" "B0" "J0" "I0" "Cnon"
"5004713" 1 0 39 42 0 2.63905732961526 4.61512051684126 0 0 0 0 1 378 2.63905732961526 2.63905732961526 3.80666248977032 0 0 0 0 1 0 0 1 4.61512051684126 9 0 7.58680353516258 0 3.89182029811063 "Shom" "Fcou" "Pcad" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q0" "O0" "M1" "T0" "D0" "B2" "J2" "I0" "Cnon"
"5004931" 0 0 39 20 1.6094379124341 2.07944154167984 4.61512051684126 0 9.24280756211368 9.24280756211368 0 1 2038 2.07944154167984 2.63905732961526 3.40119738166216 0 0 0 0 2 1 0 1 4.61512051684126 9 0 5.30330490805908 0 1.09861228866811 "Shom" "Fseu" "Pemp" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E0" "G1" "F0" "L0" "H0" "A0" "R0" "Q1" "O2" "M1" "T0" "D0" "B1" "J1" "I0" "Cnon"
"5007656" 1 0 38 32 0.693147180559945 1.79175946922805 0 0 1.09861228866811 1.09861228866811 0 1 2654 1.79175946922805 2.83321334405622 2.63905732961526 10.6385201619695 0 0 0 0 0 0 0 0 0 4 0 0 1.79175946922805 "Shom" "Fcou" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G1" "F1" "L0" "H0" "A0" "R0" "Q1" "O1" "M0" "T0" "D2" "B1" "J1" "I0" "Cnon"
"5009435" 1 1 38 47 0 0.693147180559945 0 0 0 0 0 1 -207 0.693147180559945 3.43398720448515 1.09861228866811 0 0 0 0 0 0 0 0 0 0 0 5.70711026474888 0 3.87120101090789 "Sfem" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q0" "O0" "M0" "T0" "D2" "B0" "J2" "I0" "Cnon"
